context_event_hour,item_callback_ratio_15d,item_callback_ratio_1d,item_callback_ratio_30d,item_callback_ratio_3d,item_callback_ratio_7d,item_click_pv_wilson_1_15d,item_click_pv_wilson_1_30d,item_click_pv_wilson_1_3d,item_click_pv_wilson_1_7d,item_click_pv_wilson_3_15d,item_click_pv_wilson_3_30d,item_click_pv_wilson_3_7d,item_collect_uv_15d,item_collect_uv_1d,item_collect_uv_30d,item_collect_uv_3d,item_collect_uv_7d,item_frontpage_agee_pv_ctr_15d,item_frontpage_agee_pv_ctr_1d,item_frontpage_agee_pv_ctr_30d,item_frontpage_agee_pv_ctr_3d,item_frontpage_agee_pv_ctr_7d,item_frontpage_click_pv_15d,item_frontpage_click_pv_1d,item_frontpage_click_pv_30d,item_frontpage_click_pv_3d,item_frontpage_click_pv_7d,item_frontpage_sight_pv_15d,item_frontpage_sight_pv_1d,item_frontpage_sight_pv_30d,item_frontpage_sight_pv_3d,item_frontpage_sight_pv_7d,item_frontpage_wilson_pv_ctr_15d,item_frontpage_wilson_pv_ctr_1d,item_frontpage_wilson_pv_ctr_30d,item_frontpage_wilson_pv_ctr_3d,item_frontpage_wilson_pv_ctr_7d,item_like_uv_15d,item_like_uv_1d,item_like_uv_30d,item_like_uv_3d,item_like_uv_7d,item_prop_author_articlenum,item_prop_author_comment_num,item_prop_author_favorites_num,item_prop_author_fellowsnum,item_prop_author_like_num,item_prop_author_share_cnt,item_prop_publishtime,item_prop_time_decay,item_quality_cover_score,item_quality_effect_score,item_quality_rare_score,item_quality_time_score,item_reply_uv_15d,item_reply_uv_1d,item_reply_uv_30d,item_reply_uv_3d,item_reply_uv_7d,item_sight_pv_wilson_1_15d,item_sight_pv_wilson_1_30d,item_sight_pv_wilson_1_3d,item_sight_pv_wilson_1_7d,item_sight_pv_wilson_3_15d,item_sight_pv_wilson_3_30d,item_sight_pv_wilson_3_7d,item_uv_15d,item_uv_1d,item_uv_30d,item_uv_3d,item_uv_7d,macth_nlp_sec_tag_avg,macth_nlp_sec_tag_max,macth_nlp_sec_tag_sum,macth_nlp_tag_avg,macth_nlp_tag_max,macth_nlp_tag_num,macth_nlp_tag_sum,macth_series_search_15d,macth_series_search_30d,macth_series_search_60d,macth_series_search_7d,macth_series_search_90d,match_item_lst_type,match_series_dur_15d,match_series_dur_30d,match_series_dur_7d,match_series_dur_maxmin_15d,match_series_dur_maxmin_30d,match_series_dur_maxmin_7d,match_series_dur_weight_15d,match_series_dur_weight_30d,match_series_dur_weight_7d,match_series_lst,match_series_pref,match_series_pv_15d,match_series_pv_30d,match_series_pv_7d,match_series_pv_maxmin_15d,match_series_pv_maxmin_30d,match_series_pv_maxmin_7d,match_series_pv_weight_15d,match_series_pv_weight_30d,match_series_pv_weight_7d,user_click_num_15d,user_click_num_30d,user_click_num_7d,user_duration_15d,user_duration_30d,user_duration_7d,rt_item_frontpage_click_pv,rt_item_frontpage_click_pv_1h,rt_item_frontpage_click_pv_3h,rt_item_frontpage_wilson_click_ratio_1_3h,rt_item_frontpage_wilson_click_ratio_1h,rt_item_frontpage_wilson_click_ratio_3h,rt_item_frontpage_wilson_ctr,rt_item_frontpage_wilson_ctr_1h,rt_item_frontpage_wilson_ctr_3h,rt_item_frontpage_wilson_sight_ratio_1_3h,rt_item_frontpage_wilson_sight_ratio_1h,rt_item_frontpage_wilson_sight_ratio_3h,rt_item_pv,rt_item_pv_1h,rt_item_pv_3h,rt_item_uv,rt_item_uv_1h,rt_item_uv_3h,rt_match_item_dgc,rt_match_item_rank,rt_match_item_weights,rt_match_series_maxmin,rt_match_series_sim_lst1,rt_match_series_sim_lst2,rt_match_series_sim_lst3,rt_match_series_sim_lst4,rt_match_series_sim_lst5,rt_match_series_sim_top1,rt_match_series_sim_top2,rt_match_series_sim_top3,rt_match_series_sim_top4,rt_match_series_sim_top5,rt_match_series_wsim_top1,rt_match_series_wsim_top2,rt_match_series_wsim_top3,rt_match_series_wsim_top4,rt_match_series_wsim_top5,rt_user_click_num,rt_user_ctr,rt_user_sight_show_num,label
19,1.323,1.344,1.339,1.343,1.318,0.02348,0.01355,0.08326,0.05145,0.15565,0.08822,0.3631,0.00161,0.0,0.0032,-0.0,0.0,0.07574,0.05988,0.0801,0.07351,0.07296,5.2575,2.77259,5.80212,4.02535,4.48864,7.85554,5.65249,8.33854,6.65673,7.12528,0.05215,0.01575,0.06048,0.0369,0.04226,0.0,0.0,0.0,-0.0,0.0,3.0,3.0,4.0,4.0,3.0,4.0,3039,0.219,0.552,0.999816,0.657034,0.422042,0.0002,0.0,0.00044,-0.0,0.0,0.08293,0.05091,0.28419,0.17464,0.25809,0.15762,0.55462,6.458,4.111,7.073,4.898,5.464,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.466,5.268,4.078,7.778,7.948,7.66,2.708,0.0,0.0,0.0,0.0,0.0,0.02904,0.0,0.0,0.00697,0.00099,0.04662,2.708,0.0,0.0,2.708,0.0,0.0,1.0,0.5,0.333,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,1.386,0.00797,3.611,0
17,1.388,1.316,1.388,1.391,1.388,0.45527,0.45527,0.4625,0.45527,0.97409,0.97409,0.97409,0.00058,5e-05,0.00058,0.00037,0.00058,0.17178,0.16957,0.16972,0.17155,0.17203,8.64224,7.92588,8.64224,8.62694,8.64224,10.40065,9.6988,10.40065,10.38863,10.40065,0.16213,0.15558,0.16213,0.16152,0.16213,0.00051,0.00028,0.00051,0.00044,0.00051,4.0,4.0,4.0,4.0,3.0,4.0,876,0.645,0.56,0.99562,0.880782,0.912766,0.0003,5e-05,0.0003,0.00031,0.0003,0.48186,0.48186,0.48777,0.48186,0.98462,0.98462,0.98462,9.064,8.272,9.064,9.024,9.064,0.25,0.25,0.25,0.251,0.251,1,0.251,20.0,24.0,24.0,0.0,24.0,7.0,9.348,9.653,8.134,1.0,1.0,1.0,0.56,0.483,0.459,9.0,0.663,6.608,6.974,5.088,1.0,1.0,1.0,0.439,0.46,0.295,5.517,5.945,4.5,7.885,7.794,7.815,6.55,2.565,4.828,0.0255,0.0045,0.11668,0.13443,0.03301,0.10914,0.07924,0.01335,0.14443,6.526,2.303,4.771,6.497,2.303,4.745,0.853,1.0,0.7,1.0,1.0,0.024,0.024,0.024,0.024,1.0,0.024,0.024,0.024,0.024,1.0,0.0,0.0,0.0,0.0,2.398,0.01611,4.99,1
9,1.61,1.556,1.61,1.582,1.624,0.11853,0.09958,0.432,0.21262,0.26248,0.22035,0.47286,0.00119,0.00025,0.00129,0.00047,0.00064,0.14911,0.11916,0.15425,0.12166,0.1357,9.67181,7.64252,9.84496,8.39886,9.09313,11.57407,9.76893,11.71042,10.50477,11.08981,0.14384,0.1075,0.14971,0.11341,0.12922,0.0003,2e-05,0.00028,7e-05,9e-05,3.0,4.0,4.0,4.0,4.0,4.0,2442,0.295,0.562,0.99999,0.887003,0.516176,0.00083,0.00037,0.0009,0.00024,0.0007,0.15884,0.13853,0.46602,0.25833,0.336,0.29297,0.54734,9.815,7.748,9.976,8.479,9.172,0.079,0.079,0.079,0.099,0.099,1,0.099,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.0,0.0,0.001,0.0,0.0,0.0,0.0,4.007,5.056,3.178,8.614,8.848,8.614,6.387,2.89,4.796,0.04564,0.00912,0.13247,0.10665,0.0359,0.06709,0.08959,0.02228,0.22125,6.36,2.708,4.691,6.312,2.708,4.691,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,1.467,1.586,1.467,1.533,1.497,0.24874,0.24874,0.44511,0.32788,0.48186,0.48186,0.64563,0.00023,0.0,0.00023,0.00011,8e-05,0.11504,0.13382,0.11108,0.12941,0.12687,6.45677,5.36598,6.45677,5.9162,6.19644,8.61105,7.36518,8.61105,7.95226,8.25192,0.09594,0.0975,0.09594,0.10183,0.10321,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,1824,0.402,0.554,0.999312,0.489684,0.613726,0.00123,0.00018,0.00123,0.00085,0.00064,0.25799,0.25799,0.50871,0.37269,0.48358,0.48358,0.70395,7.201,5.371,7.201,5.932,6.33,0.0,0.0,0.0,0.069,0.069,1,0.069,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.043,4.29,1.099,6.673,6.479,5.468,3.434,2.079,2.833,0.08097,0.04321,0.17495,0.05193,0.03929,0.04376,0.1301,0.05952,0.31813,3.434,2.079,2.833,3.332,2.079,2.773,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.792,1
15,1.52,1.486,1.52,1.516,1.517,0.13626,0.13626,0.45158,0.19884,0.28734,0.28734,0.42052,0.01214,0.00273,0.01214,0.00325,0.0056,0.12789,0.1311,0.12749,0.1263,0.12962,9.33865,7.45761,9.33865,8.16309,8.96482,11.39456,9.48797,11.39456,10.23135,11.00735,0.12247,0.11721,0.12247,0.11673,0.123,0.00046,9e-05,0.00046,9e-05,0.00018,2.0,2.0,3.0,3.0,2.0,3.0,1710,0.425,0.65,0.999707,0.963737,0.63362,0.00544,0.00045,0.00544,0.0003,0.00169,0.14271,0.14271,0.46051,0.21053,0.30475,0.30475,0.4501,10.081,7.717,10.081,8.42,9.358,0.0,0.0,0.0,0.068,0.068,1,0.068,1.0,1.0,1.0,0.0,1.0,0.0,5.775,6.019,3.714,0.196,0.201,0.064,0.061,0.054,0.016,0.333,0.087,4.29,4.507,2.97,0.537,0.469,0.182,0.063,0.053,0.041,4.431,4.71,3.689,6.94,6.667,6.946,6.094,3.367,4.875,0.08921,0.02565,0.19867,0.09421,0.05646,0.08521,0.14611,0.03851,0.23391,6.054,3.135,4.82,5.986,3.091,4.779,0.98,1.0,0.5,0.0,0.024,0.055,0.024,0.024,0.024,0.055,0.024,0.024,0.024,0.024,0.055,0.024,0.0,0.0,0.0,1.792,0.00756,4.575,0
9,1.222,1.222,1.222,1.222,1.222,0.9944,0.9944,0.9944,0.9944,0.9944,0.9944,0.9944,0.0021,0.0021,0.0021,0.0021,0.0021,0.16966,0.17011,0.16731,0.17004,0.16993,8.47449,8.47449,8.47449,8.47449,8.47449,10.24488,10.24488,10.24488,10.24488,10.24488,0.15932,0.15932,0.15932,0.15932,0.15932,0.00036,0.00036,0.00036,0.00036,0.00036,2.0,3.0,3.0,2.0,2.0,3.0,293,0.864,0.556,0.902441,0.876627,0.976112,0.00235,0.00235,0.00235,0.00235,0.00235,0.99904,0.99904,0.99904,0.99904,0.99904,0.99904,0.99904,9.695,9.695,9.695,9.695,9.695,0.427,0.427,0.427,0.427,0.427,1,0.427,0.0,0.0,0.0,0.0,0.0,3.0,5.501,5.501,5.501,0.461,0.461,0.461,0.092,0.092,0.092,0.0,0.159,4.159,4.159,4.159,0.797,0.797,0.797,0.142,0.142,0.142,2.565,2.565,2.565,6.389,6.389,6.389,6.363,3.714,5.624,0.06851,0.03227,0.37533,0.141,0.06356,0.12049,0.13118,0.06629,0.46718,6.335,3.689,5.595,6.299,3.689,5.568,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.099,0
11,1.312,1.234,1.312,1.293,1.326,0.06527,0.05059,0.35416,0.18152,0.17242,0.13353,0.4841,0.00097,4e-05,0.00129,6e-05,0.00011,0.16105,0.14931,0.16533,0.15299,0.15911,9.4625,6.88857,9.71601,7.79729,8.44956,11.28734,8.78691,11.51093,9.67256,10.28596,0.15483,0.12896,0.16032,0.1395,0.14896,8e-05,0.00032,0.00013,0.00021,0.00011,3.0,3.0,3.0,4.0,3.0,4.0,2570,0.277,0.547,0.999996,0.783814,0.49739,0.00121,0.00214,0.00158,0.00137,0.00145,0.07731,0.06179,0.393,0.21139,0.19195,0.15336,0.5269,9.612,7.576,9.855,8.18,8.715,0.08,0.08,0.08,0.086,0.086,1,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.639,0.0,0.0,0.006,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.693,0.0,0.0,0.01,0.0,0.0,0.002,0.0,4.007,4.143,2.833,7.337,7.12,6.608,5.118,2.079,4.06,0.02277,0.00782,0.18964,0.08691,0.01492,0.06487,0.11279,0.03917,0.29103,5.088,2.079,4.025,5.037,2.079,3.97,1.0,1.0,1.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.099,0.00449,3.434,0
15,1.366,1.33,1.254,1.339,1.365,0.17094,0.06378,0.44901,0.2445,0.35095,0.13006,0.50514,0.00016,0.0,0.00045,0.0,7e-05,0.12875,0.12883,0.1404,0.13198,0.13824,8.0734,6.48616,9.04817,7.14045,7.72356,10.12073,8.53188,11.00478,9.16283,9.69978,0.11878,0.10736,0.13437,0.11585,0.12556,1e-05,0.0,0.0,0.0,2e-05,4.0,4.0,3.0,4.0,3.0,3.0,3433,0.18,0.557,0.99999,0.602078,0.339799,0.0001,6e-05,0.00068,3e-05,7e-05,0.19164,0.07883,0.50639,0.29314,0.36836,0.15119,0.56506,8.747,7.288,10.314,7.857,8.407,0.0,0.0,0.0,0.038,0.038,1,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.197,2.708,2.079,7.329,7.275,7.203,5.513,2.197,4.143,0.02626,0.00658,0.13987,0.09176,0.01465,0.05931,0.12538,0.03514,0.23818,6.538,3.584,5.165,6.368,3.466,5.017,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.079,0.00607,5.371,0
11,1.424,1.42,1.424,1.424,1.424,0.86031,0.86031,0.86031,0.86031,0.97542,0.97542,0.97542,0.0,-0.0,0.0,0.0,0.0,0.17154,0.16998,0.16177,0.17331,0.17282,6.97728,6.88755,6.97728,6.97728,6.97728,8.72372,8.65521,8.72372,8.72372,8.72372,0.15137,0.14718,0.15137,0.15137,0.15137,0.0,-0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,4.0,538,0.764,0.534,0.976431,0.362899,0.76507,0.00014,0.00015,0.00014,0.00014,0.00014,0.91593,0.91593,0.91593,0.91593,0.99563,0.99563,0.99563,7.083,6.954,7.083,7.083,7.083,0.0,0.0,0.0,0.046,0.046,1,0.046,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.894,6.438,5.124,8.126,8.123,8.008,5.236,2.398,4.277,0.03325,0.01257,0.22531,0.10554,0.01442,0.07765,0.22185,0.0895,0.34686,6.34,3.689,5.278,6.125,3.638,5.081,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.639,0.04147,4.477,1
10,1.427,1.4,1.427,1.426,1.427,0.32846,0.32846,0.47746,0.32846,0.66428,0.66428,0.66428,0.00035,0.00014,0.00035,0.00041,0.00035,0.15967,0.1653,0.15807,0.16453,0.15985,8.68305,7.65917,8.68305,8.31947,8.68305,10.51515,9.4572,10.51515,10.12266,10.51515,0.15073,0.14978,0.15073,0.15332,0.15073,5e-05,7e-05,5e-05,7e-05,5e-05,4.0,4.0,4.0,5.0,4.0,4.0,989,0.61,0.562,0.999054,0.880782,0.873964,9e-05,2e-05,9e-05,1e-05,9e-05,0.33485,0.33485,0.49815,0.33485,0.66304,0.66304,0.66304,8.71,7.663,8.71,8.324,8.71,0.188,0.188,0.188,0.202,0.202,1,0.202,0.0,0.0,0.0,0.0,0.0,0.0,4.489,4.489,4.489,0.004,0.003,0.035,0.001,0.001,0.004,0.0,0.0,1.946,1.946,1.946,0.004,0.003,0.02,0.001,0.001,0.004,5.67,5.869,4.745,9.407,9.299,8.749,5.58,2.89,4.883,0.04175,0.02056,0.34803,0.12067,0.04765,0.11778,0.10021,0.0446,0.39013,5.545,2.944,4.852,5.525,2.944,4.836,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.609,0.01155,3.761,0
17,1.0,1.0,1.0,1.0,1.0,0.0876,0.0876,0.397,0.17746,0.19821,0.19821,0.4052,0.0,0.0,0.0,0.0,0.0,0.11544,0.11318,0.1147,0.1098,0.11215,8.2741,6.07074,8.2741,6.80572,7.57968,10.43173,8.24591,10.43173,9.01299,9.76618,0.10717,0.09013,0.10717,0.09379,0.10085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2039,0.361,0.668,0.999666,0.9998,0.588209,0.0,0.0,0.0,0.0,0.0,0.10407,0.10407,0.43687,0.20335,0.23055,0.23055,0.45196,0.0,0.0,0.0,0.0,0.0,0.089,0.145,0.267,0.083,0.166,5,0.413,0.0,0.0,1.0,0.0,1.0,0.0,4.522,4.083,4.407,0.245,0.049,0.285,0.021,0.006,0.058,0.25,0.0,2.303,1.992,2.197,0.148,0.067,0.421,0.019,0.006,0.058,3.434,3.892,2.398,6.021,6.159,5.656,4.654,1.946,2.639,0.07551,0.00959,0.03461,0.05687,0.01842,0.02025,0.16445,0.02446,0.109,4.585,1.386,2.398,4.543,1.386,2.398,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.099,0.03576,1.386,0
14,1.597,1.606,1.597,1.597,1.597,0.7843,0.7843,0.7843,0.7843,0.99725,0.99725,0.99725,0.01404,0.01582,0.01404,0.01404,0.01404,0.16136,0.16123,0.16036,0.16152,0.16148,9.18901,8.97234,9.18901,9.18901,9.18901,11.01155,10.79676,11.01155,11.01155,11.01155,0.15426,0.15315,0.15426,0.15426,0.15426,5e-05,4e-05,5e-05,5e-05,5e-05,2.0,3.0,4.0,3.0,2.0,4.0,553,0.758,0.563,0.987068,0.416404,0.765199,0.00261,0.00135,0.00261,0.00261,0.00261,0.79854,0.79854,0.79854,0.79854,0.99956,0.99956,0.99956,10.831,10.717,10.831,10.831,10.831,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.091,4.779,0.0,0.038,0.045,0.0,0.01,0.011,0.0,0.0,0.023,0.693,3.555,0.0,0.014,0.073,0.0,0.003,0.02,0.0,3.555,4.564,1.792,6.016,6.444,5.938,7.435,4.22,6.08,0.08619,0.02181,0.20807,0.13161,0.09112,0.12071,0.11353,0.02823,0.23156,7.403,4.159,6.047,7.392,4.143,6.026,0.923,1.0,0.333,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.386,0.01986,2.708,0
19,1.0,1.0,1.0,1.0,1.0,0.10871,0.06364,0.36503,0.17946,0.27084,0.15788,0.45079,-0.0,-0.0,0.0,-0.0,0.0,0.12013,0.1046,0.12123,0.10968,0.1169,8.2074,6.20254,8.73761,7.02909,7.71468,10.32489,8.45787,10.84168,9.23776,9.85964,0.11129,0.08438,0.11489,0.09527,0.1059,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3521,0.172,0.667,0.999979,0.998226,0.327005,-0.0,-0.0,0.0,-0.0,0.0,0.14448,0.08598,0.43391,0.23088,0.32375,0.19237,0.51883,0.0,0.0,0.0,0.0,0.0,0.109,0.165,0.328,0.139,0.2,4,0.557,0.0,0.0,0.0,0.0,0.0,0.0,5.967,5.967,5.967,0.17,0.151,0.787,0.037,0.032,0.074,0.5,0.041,1.946,1.946,1.946,0.063,0.056,0.207,0.012,0.01,0.022,4.234,4.477,3.401,7.681,7.518,7.617,4.522,0.0,2.708,0.0,0.0,0.04459,0.06437,0.0,0.03456,0.0111,0.00152,0.08821,4.477,0.0,2.708,4.454,0.0,2.639,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.609,0.00626,4.369,0
23,1.547,1.606,1.547,1.581,1.576,0.076,0.076,0.39458,0.12148,0.17542,0.17542,0.28144,0.00191,7e-05,0.00191,0.00065,0.0014,0.11027,0.12506,0.10987,0.11311,0.11173,8.69433,6.32257,8.69433,7.0859,8.23031,10.89846,8.39773,10.89846,9.26369,10.42124,0.10377,0.10254,0.10377,0.09868,0.10347,1e-05,0.0,1e-05,0.0,1e-05,4.0,5.0,5.0,5.0,4.0,5.0,1946,0.378,0.737,0.999465,0.995227,0.606655,0.00042,0.0,0.00042,0.00012,0.00014,0.0763,0.0763,0.39674,0.12319,0.1866,0.1866,0.3017,8.833,6.324,8.833,7.077,8.211,0.0,0.0,0.0,0.149,0.149,1,0.149,0.0,0.0,0.0,0.0,0.0,2.0,4.82,5.133,2.303,0.074,0.058,0.005,0.014,0.012,0.002,0.1,0.02,1.099,1.609,0.693,0.006,0.007,0.005,0.002,0.003,0.002,4.984,5.529,4.078,7.018,6.948,7.243,5.673,3.178,4.205,0.13472,0.02947,0.12866,0.08184,0.08382,0.06641,0.11918,0.02405,0.16991,5.642,2.565,4.043,5.602,2.565,4.007,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.386,0.00953,3.434,0
11,1.0,1.0,1.0,1.0,1.0,0.12422,0.12422,0.57927,0.246,0.20791,0.20791,0.41262,-0.0,-0.0,-0.0,0.0,-0.0,0.16494,0.16319,0.16462,0.16251,0.15978,10.39577,8.38114,10.39577,8.8778,9.71764,12.19746,10.19309,12.19746,10.69399,11.55112,0.16089,0.15231,0.16089,0.15403,0.15424,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880,0.391,0.552,0.999986,0.965422,0.60552,-0.0,-0.0,-0.0,0.0,-0.0,0.13095,0.13095,0.59427,0.25044,0.21772,0.21772,0.41672,0.0,0.0,0.0,0.0,0.0,0.104,0.133,0.312,0.112,0.136,4,0.449,0.0,0.0,0.0,0.0,0.0,2.0,1.792,1.792,1.792,0.003,0.001,0.004,0.0,0.0,0.0,1.0,0.0,0.693,0.693,0.693,0.005,0.001,0.006,0.0,0.0,0.0,5.056,5.529,4.673,7.988,8.055,8.178,6.472,3.892,5.561,0.09409,0.03706,0.30944,0.14122,0.07523,0.12451,0.16032,0.06455,0.36901,6.447,3.932,5.521,6.4,3.892,5.497,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.386,0.00313,4.543,0
13,1.384,1.392,1.324,1.391,1.39,0.10661,0.06998,0.54335,0.27778,0.19117,0.12543,0.49967,0.00026,8e-05,0.0004,7e-05,0.00018,0.09432,0.09634,0.09007,0.0978,0.09792,10.90786,8.72956,11.32756,9.29643,9.95627,13.26896,11.06932,13.73467,11.62116,12.27978,0.09241,0.09067,0.08859,0.09344,0.09477,1e-05,1e-05,2e-05,0.0,1e-05,2.0,4.0,3.0,3.0,2.0,3.0,2639,0.267,0.566,0.999671,0.837664,0.487654,0.00186,0.00061,0.00274,0.00137,0.0023,0.1088,0.06826,0.56846,0.29315,0.18989,0.11913,0.51218,10.944,8.737,12.394,9.302,9.971,0.0,0.0,0.0,0.287,0.287,1,0.287,0.0,0.0,0.0,0.0,0.0,0.0,6.263,6.275,5.838,0.171,0.109,0.283,0.045,0.029,0.066,0.0,0.032,4.007,4.025,2.833,0.266,0.173,0.151,0.034,0.025,0.021,4.111,4.718,3.258,7.093,6.931,7.048,6.686,4.248,6.028,0.09448,0.04827,0.42941,0.08639,0.06849,0.08935,0.12712,0.05915,0.44061,6.704,4.143,6.04,6.619,4.111,5.953,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.693,0.00286,2.565,0
8,1.219,1.259,1.219,1.241,1.21,0.02776,0.02776,0.42395,0.28009,0.05364,0.05364,0.56208,0.0007,0.00022,0.0007,0.00013,9e-05,0.08795,0.11673,0.08785,0.13191,0.1261,8.33014,5.1299,8.33014,5.69036,6.07074,10.76132,7.26753,10.76132,7.70436,8.13124,0.08161,0.08117,0.08161,0.10101,0.10123,0.0006,0.0,0.0006,0.00013,9e-05,2.0,2.0,2.0,2.0,2.0,3.0,2240,0.326,0.549,0.999785,0.52193,0.54903,0.00019,0.0,0.00019,0.0,0.0,0.02666,0.02666,0.59348,0.37968,0.04237,0.04237,0.61043,10.35,7.123,10.35,7.807,8.312,0.0,0.0,0.0,0.031,0.031,1,0.031,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.555,5.011,2.708,6.646,7.177,6.675,3.85,0.0,2.079,0.0,0.0,0.0282,0.05561,0.0,0.0276,0.0276,0.00318,0.05726,5.106,0.693,2.944,4.92,0.693,2.708,0.961,0.667,0.125,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.303,0.01663,4.787,0
21,1.309,1.2,1.309,1.252,1.309,0.08975,0.08975,0.38818,0.08975,0.22246,0.22246,0.22246,0.00513,0.00373,0.00513,0.00408,0.00513,0.16794,0.13195,0.16753,0.14406,0.16799,10.21804,7.89952,10.21804,8.77013,10.21804,12.00157,9.92398,12.00157,10.70697,12.00157,0.16346,0.12062,0.16346,0.13603,0.16346,0.00074,0.00077,0.00074,0.00058,0.00074,3.0,4.0,4.0,3.0,4.0,4.0,1204,0.548,0.558,0.99954,0.846439,0.822434,0.00485,0.00269,0.00485,0.00312,0.00485,0.12118,0.12118,0.44526,0.12118,0.26851,0.26851,0.26851,10.863,9.128,10.863,9.752,10.863,0.35,0.35,0.35,0.325,0.325,1,0.325,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.466,4.007,3.434,6.494,6.593,6.639,6.783,2.944,4.654,0.05767,0.00668,0.07379,0.11166,0.05396,0.09874,0.10715,0.01031,0.08168,6.76,2.708,4.605,6.686,2.708,4.585,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.946,0.03417,3.401,0
